attributes.Ambience.divey,attributes.Dietary Restrictions.vegan,attributes.Happy Hour,hours.Thursday.open,attributes.Order at Counter,attributes.Hair Types Specialized In.africanamerican,attributes.Hair Types Specialized In.kids,attributes.BYOB,hours.Friday.open,attributes.Good For.latenight,attributes.Outdoor Seating,attributes.Alcohol,attributes.Ambience.classy,attributes.By Appointment Only,attributes.Parking.lot,business_id,attributes.Ambience.touristy,attributes.Corkage,hours.Tuesday.open,attributes.Good For.brunch,categories,attributes.Waiter Service,hours.Monday.open,name,attributes.Parking.street,attributes.Ambience.hipster,attributes.BYOB/Corkage,attributes.Hair Types Specialized In.straightperms,attributes.Music.live,attributes.Dietary Restrictions.dairy-free,attributes.Music.background_music,attributes.Price Range,attributes.Good For.breakfast,attributes.Parking.garage,attributes.Music.karaoke,attributes.Good For Dancing,review_count,attributes.Hair Types Specialized In.asian,state,attributes.Accepts Credit Cards,hours.Friday.close,attributes.Good For.lunch,attributes.Parking.valet,attributes.Take-out,full_address,hours.Thursday.close,attributes.Hair Types Specialized In.coloring,attributes.Good For.dessert,attributes.Music.video,attributes.Dietary Restrictions.halal,attributes.Takes Reservations,hours.Saturday.open,attributes.Ages Allowed,attributes.Ambience.trendy,attributes.Delivery,hours.Wednesday.close,attributes.Wi-Fi,open,city,attributes.Wheelchair Accessible,attributes.Dietary Restrictions.gluten-free,stars,attributes.Dietary Restrictions.kosher,type,attributes.Caters,attributes.Ambience.intimate,latitude,attributes.Good For.dinner,attributes.Coat Check,longitude,hours.Monday.close,attributes.Hair Types Specialized In.extensions,hours.Tuesday.close,hours.Saturday.close,attributes.Good for Kids,attributes.Parking.validated,hours.Sunday.open,attributes.Accepts Insurance,attributes.Music.dj,attributes.Dietary Restrictions.soy-free,attributes.Has TV,hours.Sunday.close,attributes.Ambience.casual,attributes.Hair Types Specialized In.perms,attributes.Dogs Allowed,attributes.Drive-Thru,attributes.Dietary Restrictions.vegetarian,hours.Wednesday.open,attributes.Noise Level,attributes.Smoking,attributes.Attire,attributes.Hair Types Specialized In.curly,attributes.Good For Groups,neighborhoods,attributes.Open 24 Hours,attributes.Ambience.romantic,attributes.Music.jukebox,attributes.Ambience.upscale
FALSE,,,6:00,,,,,6:00,FALSE,FALSE,none,FALSE,,FALSE,ASwN3Ih0Eh1oH0npLbzVjA,FALSE,,6:00,FALSE,"[u'Greek', u'American (Traditional)', u'Mediterranean', u'Restaurants']",TRUE,6:00,Showmars,TRUE,FALSE,,,,,,1,FALSE,FALSE,,,20,,NC,TRUE,15:00,TRUE,FALSE,TRUE,"130 W 3rd St
Uptown
Charlotte, NC 28202",15:00,,FALSE,,,FALSE,8:00,,FALSE,FALSE,15:00,no,TRUE,Charlotte,,,3.5,,business,TRUE,FALSE,35.2263469,FALSE,,-80.845804,15:00,,15:00,14:00,TRUE,FALSE,,,,,FALSE,,TRUE,,,,,6:00,average,,casual,,TRUE,[u'Uptown'],,FALSE,,FALSE
,,,10:00,,,,,10:00,,,,,,,udbtIhRXiehLRQoMFKvNXg,,,10:00,,"[u'Museums', u'Arts & Entertainment']",,10:00,Levine Museum of the New South,,,,,,,,,,,,,57,,NC,,17:00,,,,"200 E 7th St
First Ward
Charlotte, NC 28202",17:00,,,,,,10:00,,,,17:00,,TRUE,Charlotte,,,4.5,,business,,,35.228234,,,-80.838659,17:00,,17:00,17:00,TRUE,,12:00,,,,,17:00,,,,,,10:00,,,,,,[u'First Ward'],,,,
FALSE,,,17:00,,,,FALSE,17:00,FALSE,FALSE,full_bar,FALSE,,FALSE,Lt9o2RmacVY2L-IWLA8uTg,FALSE,,17:00,FALSE,"[u'American (Traditional)', u'Steakhouses', u'Restaurants']",TRUE,17:00,Morton's The Steakhouse,FALSE,FALSE,no,,,,,4,FALSE,FALSE,,,69,,NC,TRUE,23:00,FALSE,TRUE,FALSE,"227 W Trade St
Charlotte, NC 28202",22:00,,FALSE,,,TRUE,17:00,,FALSE,FALSE,22:00,free,TRUE,Charlotte,TRUE,,4,,business,TRUE,FALSE,35.22865023,TRUE,,-80.84500606,22:00,,22:00,23:00,FALSE,FALSE,17:00,,,,TRUE,22:00,FALSE,,,,,17:00,average,,dressy,,TRUE,[],,FALSE,,TRUE
FALSE,,,10:30,,,,FALSE,10:30,FALSE,TRUE,none,FALSE,,FALSE,gpCtDCSXIoQx70cq9itfNA,FALSE,,10:30,FALSE,"[u'Burgers', u'Hot Dogs', u'Sandwiches', u'Restaurants']",FALSE,10:30,Matt's Chicago Dog,FALSE,FALSE,no,,,,,1,FALSE,TRUE,,,54,,NC,TRUE,15:00,TRUE,FALSE,TRUE,"435 S Tryon St
Ste 140
Uptown
Charlotte, NC 28202",15:00,,FALSE,,,FALSE,,,FALSE,FALSE,15:00,free,TRUE,Charlotte,TRUE,,4,,business,TRUE,FALSE,35.2240131,FALSE,,-80.8464728,15:00,,15:00,,TRUE,FALSE,,,,,TRUE,,TRUE,,,FALSE,,10:30,average,,casual,,TRUE,[u'Uptown'],,FALSE,,FALSE
,,,5:30,,,,,,,TRUE,,,,FALSE,x_EAlTmVEbNCxeqTXeEJMQ,,,5:30,,"[u'Food', u'Coffee & Tea']",,5:30,Starbucks,TRUE,,,,,,,2,,FALSE,,,20,,NC,TRUE,,,FALSE,,"800 W Trade St
Third Ward
Charlotte, NC 28202",20:00,,,,,,7:00,,,,20:00,free,TRUE,Charlotte,TRUE,,3,,business,,,35.23366346,,,-80.85026455,20:00,,20:00,17:00,,FALSE,5:30,,,,,20:00,,,,,,5:30,,,,,,[u'Third Ward'],,,,
FALSE,,FALSE,11:00,,,,,11:00,TRUE,TRUE,full_bar,FALSE,,FALSE,-6JY1T0w4XETux5kGOj84g,FALSE,,11:00,FALSE,"[u'Bars', u'Restaurants', u'American (Traditional)', u'Sports Bars', u'Nightlife']",TRUE,11:00,Fox and Hound Smokehouse & Tavern,TRUE,FALSE,,,FALSE,,,2,FALSE,FALSE,,FALSE,44,,NC,TRUE,2:00,FALSE,FALSE,FALSE,"330 N Tryon St
First Ward
Charlotte, NC 28202",2:00,,FALSE,FALSE,,FALSE,11:00,,FALSE,FALSE,2:00,free,FALSE,Charlotte,TRUE,,3,,business,FALSE,FALSE,35.228985,FALSE,FALSE,-80.839671,2:00,,2:00,2:00,FALSE,FALSE,11:00,,FALSE,,TRUE,2:00,FALSE,,,,,11:00,loud,yes,casual,,TRUE,[u'First Ward'],,FALSE,TRUE,FALSE
,,,9:00,,,,,9:00,,,,,,,aRnnSEcv8T5E5gZxPWNE9g,,,9:00,,"[u'Home Services', u'Real Estate', u'Apartments']",,9:00,First Ward I-II,,,,,,,,,,,,,3,,NC,TRUE,17:00,,,,"550 E 8th St
First Ward
Charlotte, NC 28202",17:00,,,,,,10:00,,,,17:00,,TRUE,Charlotte,,,2,,business,,,35.2262527,,,-80.8343082,17:00,,17:00,17:00,,,,,,,,,,,,,,9:00,,,,,,[u'First Ward'],,,,
,,,,,,,,,,,,,,,IFwRwGoz4B7glSzA84NWcg,,,,,"[u'Arts & Entertainment', u'Performing Arts']",,,North Carolina Blumenthal Performing Arts,,,,,,,,,,,,,17,,NC,,,,,,"130 N Tryon St
First Ward
Charlotte, NC 28202",,,,,,,,,,,,,TRUE,Charlotte,,,4.5,,business,,,35.226746,,,-80.842303,,,,,TRUE,,,,,,,,,,,,,,,,,,,[u'First Ward'],,,,
FALSE,,TRUE,11:30,,,,FALSE,11:30,TRUE,TRUE,full_bar,FALSE,,FALSE,WuCcv_Dyd_1B_1-4jwK7sQ,FALSE,FALSE,11:30,FALSE,"[u'Pubs', u'Irish', u'Nightlife', u'Bars', u'Restaurants']",TRUE,11:00,Rí Rá Irish Pub,TRUE,FALSE,yes_free,,TRUE,,,2,FALSE,TRUE,,FALSE,196,,NC,TRUE,2:00,FALSE,FALSE,TRUE,"208 N Tryon St
First Ward
Charlotte, NC 28202",2:00,,FALSE,FALSE,,TRUE,11:00,,FALSE,FALSE,1:00,free,TRUE,Charlotte,TRUE,,3.5,,business,TRUE,FALSE,35.227987,TRUE,FALSE,-80.8414487,0:00,,1:00,2:00,FALSE,FALSE,11:00,,FALSE,,TRUE,0:00,TRUE,,,,,11:30,average,no,casual,,TRUE,[u'First Ward'],,FALSE,FALSE,FALSE
FALSE,,,11:00,,,,,11:00,FALSE,FALSE,beer_and_wine,FALSE,,FALSE,rT-iPtIXMKj3dTcl87lbOw,FALSE,,11:00,FALSE,"[u'Chinese', u'Restaurants']",TRUE,11:00,Soho Bistro,TRUE,FALSE,,,,,,2,FALSE,TRUE,,,97,,NC,TRUE,22:00,TRUE,FALSE,TRUE,"214 N Tryon St
First Ward
Charlotte, NC 28202",22:00,,FALSE,,,TRUE,12:00,,FALSE,TRUE,22:00,no,TRUE,Charlotte,TRUE,,4,,business,FALSE,TRUE,35.227479,FALSE,,-80.8404319,22:00,,22:00,22:00,TRUE,FALSE,12:00,,,,FALSE,21:00,FALSE,,,,,11:00,quiet,,casual,,TRUE,[u'First Ward'],,FALSE,,FALSE
FALSE,,TRUE,,,,,,,,FALSE,full_bar,FALSE,,FALSE,vIXUw1cLG84-m8LzOg3f-w,FALSE,,,,"[u'Burgers', u'Bars', u'Restaurants', u'Sports Bars', u'Nightlife']",,,Champions,FALSE,FALSE,,,FALSE,,FALSE,2,,FALSE,FALSE,FALSE,30,,NC,TRUE,,,FALSE,,"100 W Trade St
Fourth Ward
Charlotte, NC 28202",,,,FALSE,,,,,FALSE,,,free,TRUE,Charlotte,TRUE,,2.5,,business,,FALSE,35.2279912,,FALSE,-80.843388,,,,,,FALSE,,,FALSE,,TRUE,,TRUE,,,,,,average,no,,,TRUE,[u'Fourth Ward'],,FALSE,FALSE,FALSE
,,,0:00,,,,,0:00,,,,,,,fJ72j9pRjLcRzBA_EhB4-g,,,0:00,,"[u'Hotels & Travel', u'Event Planning & Services', u'Hotels']",,0:00,Charlotte Marriott City Center,,,,,,,,3,,,,,64,,NC,TRUE,0:00,,,,"100 W. Trade St.
Fourth Ward
Charlotte, NC 28202",0:00,,,,,,0:00,,,,0:00,paid,TRUE,Charlotte,,,3.5,,business,,,35.2279912,,,-80.843388,0:00,,0:00,0:00,,,0:00,,,,,0:00,,,,,,0:00,,,,,,[u'Fourth Ward'],,,,
,,,12:00,,,,,12:00,,,,,FALSE,TRUE,S-JGnMWqetTwpZdzP5tDzw,,,,,"[u'Museums', u'Arts & Entertainment', u'Art Galleries', u'Shopping']",,,The Light Factory,TRUE,,,,,,,1,,FALSE,,,9,,NC,TRUE,18:00,,FALSE,,"1817 Central Ave
Plaza Midwood
Charlotte, NC 28205",18:00,,,,,,12:00,,,,18:00,,TRUE,Charlotte,TRUE,,4,,business,,,35.220697,,,-80.809002,,,,18:00,TRUE,FALSE,,,,,,,,,FALSE,,,12:00,,,,,,[u'Plaza Midwood'],,,,
,,,,,,,,,,,,,,,ScqZwl3BDX1BOuihH0I0MQ,,,,,"[u'Employment Agencies', u'Professional Services']",,,Signature Consultants,,,,,,,,,,,,,3,,NC,,,,,,"200 S College St
Ste 1400
Uptown
Charlotte, NC 28202",,,,,,,,,,,,,TRUE,Charlotte,,,2.5,,business,,,35.225394,,,-80.84395,,,,,,,,,,,,,,,,,,,,,,,,[u'Uptown'],,,,
,,,,,,,,,FALSE,,,,,,6eOtk-hsb6uz_5FTsb4tkA,,,,FALSE,"[u'Delis', u'Restaurants']",,,The Sandwich Club,,,,,,,,1,FALSE,,,,5,,NC,TRUE,,FALSE,,,"525 N Tryon St
Fourth Ward
Charlotte, NC 28202",,,FALSE,,,,,,,,,,FALSE,Charlotte,,,3.5,,business,,,35.2310911,FALSE,,-80.8381685,,,,,,,,,,,,,,,,,,,,,casual,,,[u'Fourth Ward'],,,,
FALSE,,,11:00,,,,,11:00,FALSE,TRUE,beer_and_wine,FALSE,,,4glD2-evDFddHjQaEVpCPQ,FALSE,,11:00,FALSE,"[u'Sushi Bars', u'Japanese', u'Restaurants']",TRUE,11:00,Sushiya Japan,,FALSE,,,,,,2,FALSE,,,,34,,NC,TRUE,22:30,TRUE,,TRUE,"8200 Providence Rd
Ste 500
Arboretum
Charlotte, NC 28277",23:00,,FALSE,,,TRUE,11:30,,FALSE,TRUE,23:00,no,TRUE,Charlotte,TRUE,,4,,business,TRUE,FALSE,35.0952753,FALSE,,-80.7791381,23:00,,23:00,22:30,TRUE,,11:30,,,,TRUE,21:30,TRUE,,FALSE,,,11:00,average,,casual,,TRUE,[u'Arboretum'],,FALSE,,FALSE
,,,,,,,,,,,,,,FALSE,HoHRR9pdHehYp2W9iDK6kg,,,,,"[u'Local Services', u'Dry Cleaning & Laundry']",,,Eden Cleaners,FALSE,,,,,,,3,,TRUE,,,10,,NC,TRUE,,,FALSE,,"505 W 7th St
Third Ward
Charlotte, NC 28202",,,,,,,,,,,,,TRUE,Charlotte,,,3,,business,,,35.2329575,,,-80.8439988,,,,,,FALSE,,,,,,,,,,,,,,,,,,[u'Third Ward'],,,,
,,,,,,,,,FALSE,TRUE,full_bar,,,FALSE,U_RvpPJNn24oWJo07x2j7w,,,,FALSE,"[u'Seafood', u'Restaurants']",TRUE,,City Tavern,FALSE,,,,,,,2,FALSE,FALSE,,,7,,NC,TRUE,,FALSE,FALSE,TRUE,"127 N Tryon St
Ste 8
Fourth Ward
Charlotte, NC 28202",,,FALSE,,,TRUE,,,,FALSE,,,FALSE,Charlotte,TRUE,,2.5,,business,,,35.2284099,FALSE,,-80.8426239,,,,,FALSE,FALSE,,,,,,,,,,,,,,,casual,,TRUE,[u'Fourth Ward'],,,,
FALSE,,TRUE,11:00,,,,,11:00,FALSE,TRUE,full_bar,FALSE,,FALSE,ym9QwkmB5ZKTyj7q5huTDw,FALSE,,11:00,FALSE,"[u'Bars', u'American (Traditional)', u'Pubs', u'Nightlife', u'American (New)', u'Restaurants']",TRUE,11:00,Rock Bottom Restaurant & Brewery,TRUE,FALSE,,,FALSE,,TRUE,2,FALSE,FALSE,FALSE,FALSE,210,,NC,TRUE,0:00,FALSE,FALSE,TRUE,"401 N Tryon St
Ste 100
Fourth Ward
Charlotte, NC 28202",23:00,,FALSE,FALSE,,TRUE,11:00,,FALSE,FALSE,23:00,free,TRUE,Charlotte,TRUE,,3.5,,business,TRUE,FALSE,35.2302318,TRUE,FALSE,-80.8394131,23:00,,23:00,0:00,TRUE,FALSE,11:00,,FALSE,,TRUE,22:00,TRUE,,,,,11:00,average,no,casual,,TRUE,[u'Fourth Ward'],,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,,BjJHiEjwELsXIXshAgnqUQ,,,,,"[u'Event Planning & Services', u'Venues & Event Spaces']",,,Charlotte City Club,,,,,,,,,,,,,11,,NC,TRUE,,,,,"121 W Trade St Ste 3100
Charlotte, NC 28202",,,,,,,,,,,,,TRUE,Charlotte,,,3.5,,business,,,35.2275289,,,-80.843784,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
FALSE,,,,,,,,,FALSE,FALSE,none,FALSE,,FALSE,OkPX0a9PUrhr6oNgE_FB_w,FALSE,,,FALSE,"[u'Burgers', u'Restaurants']",FALSE,,Burger King,FALSE,FALSE,,,,,,1,FALSE,FALSE,,,3,,NC,TRUE,,FALSE,FALSE,TRUE,"310 E Trade St
Uptown
Charlotte, NC 28202",,,FALSE,,,FALSE,,,FALSE,FALSE,,no,TRUE,Charlotte,TRUE,,2.5,,business,FALSE,FALSE,35.2244979,FALSE,,-80.84104,,,,,TRUE,FALSE,,,,,FALSE,,FALSE,,,FALSE,,,very_loud,,casual,,TRUE,[u'Uptown'],,FALSE,,FALSE
,,,7:30,,,,,7:30,,,,,TRUE,,3agV-iW8yukcXpbHom3p3Q,,,7:30,,"[u'Optometrists', u'Health & Medical']",,7:30,Spectrum Eye Care,,,,,,,,,,,,,27,,NC,,16:00,,,,"200 S College St
Ste 307
Uptown
Charlotte, NC 28202",16:00,,,,,,,,,,16:00,,TRUE,Charlotte,,,5,,business,,,35.225394,,,-80.84395,16:00,,16:00,,,,,,,,,,,,,,,7:30,,,,,,[u'Uptown'],,,,
FALSE,,,,,,,,,FALSE,FALSE,none,FALSE,,,QMX1ssofSveU3qhVAKLnXA,FALSE,,,FALSE,"[u'Seafood', u'Restaurants']",FALSE,,Fujiyama,,FALSE,,,,,,2,FALSE,,,,10,,NC,TRUE,,TRUE,,TRUE,"320 S Tryon St
Uptown
Charlotte, NC 28202",,,FALSE,,,FALSE,,,FALSE,FALSE,,no,TRUE,Charlotte,,,3.5,,business,FALSE,FALSE,35.22533,FALSE,,-80.8461559,,,,,FALSE,,,,,,FALSE,,FALSE,,,,,,quiet,,casual,,FALSE,[u'Uptown'],,FALSE,,FALSE
TRUE,,,11:00,,,,,11:00,FALSE,FALSE,none,FALSE,,TRUE,XzhsJecsCYj-Wc32zOWqmg,FALSE,,11:00,FALSE,"[u'Southern', u'Restaurants']",TRUE,11:00,Simmons Restaurant,FALSE,FALSE,,,,,,1,FALSE,FALSE,,,14,,NC,TRUE,21:00,TRUE,FALSE,TRUE,"516 N Graham St
Fourth Ward
Charlotte, NC 28202",21:00,,FALSE,,,FALSE,11:00,,FALSE,FALSE,21:00,no,FALSE,Charlotte,,,3.5,,business,TRUE,FALSE,35.2340477,FALSE,,-80.841786,21:00,,21:00,21:00,TRUE,FALSE,11:00,,,,FALSE,18:00,TRUE,,,,,11:00,quiet,,casual,,TRUE,[u'Fourth Ward'],,FALSE,,FALSE
FALSE,,,11:00,,,,,11:00,FALSE,TRUE,full_bar,FALSE,,TRUE,9fxTX1uyyYF4ugx68AG2sg,FALSE,,11:00,FALSE,"[u'American (New)', u'Southern', u'Restaurants']",TRUE,11:00,Presto Bar & Grill,TRUE,FALSE,,,,,,2,FALSE,FALSE,,,30,,NC,TRUE,2:00,FALSE,FALSE,TRUE,"445 W Trade St
Charlotte, NC 28202",22:00,,FALSE,,,TRUE,13:00,,FALSE,FALSE,22:00,,FALSE,Charlotte,TRUE,,3,,business,TRUE,FALSE,35.230158,TRUE,,-80.8473,22:00,,22:00,2:00,FALSE,FALSE,,,,,TRUE,,TRUE,,,,,11:00,average,,casual,,TRUE,[],,FALSE,,FALSE
FALSE,,,,,,,,,FALSE,TRUE,,FALSE,,FALSE,utyqO_IVBAN8ULZmi52XaA,FALSE,,,FALSE,"[u'Chinese', u'Restaurants']",FALSE,,China King,FALSE,FALSE,,,,,,1,FALSE,FALSE,,,5,,NC,TRUE,,FALSE,FALSE,TRUE,"128 Brevard Ct
Uptown
Charlotte, NC 28202",,,FALSE,,,FALSE,,,FALSE,,,,FALSE,Charlotte,,,3,,business,,FALSE,35.225825,FALSE,,-80.846495,,,,,TRUE,FALSE,,,,,,,FALSE,,,,,,average,,casual,,TRUE,[u'Uptown'],,FALSE,,FALSE
,,,7:30,,,,,7:30,,,,,,,VYsGg7O1kT_IRWwBn_Hg6w,,,7:30,,"[u'Hotels & Travel', u'Car Rental']",,7:30,Enterprise Rent-A-Car,,,,,,,,,,,,,6,,NC,,18:00,,,,"325 E 9Th St
First Ward
Charlotte, NC 28202",18:00,,,,,,9:00,,,,18:00,,TRUE,Charlotte,,,2.5,,business,,,35.228506,,,-80.834638,18:00,,18:00,12:00,,,,,,,,,,,,,,7:30,,,,,,[u'First Ward'],,,,
FALSE,,,,,,,,,FALSE,FALSE,none,FALSE,,FALSE,9XKIFRBT-UTglX3wBGPAAA,FALSE,,,FALSE,"[u'Southern', u'Restaurants']",FALSE,,Bojangles,FALSE,FALSE,,,,,,1,FALSE,FALSE,,,7,,NC,,,FALSE,FALSE,TRUE,"310 E Trade St
Uptown
Charlotte, NC 28202",,,FALSE,,,FALSE,,,FALSE,FALSE,,no,TRUE,Charlotte,,,3.5,,business,FALSE,FALSE,35.2244979,FALSE,,-80.84104,,,,,TRUE,FALSE,,,,,FALSE,,FALSE,,,,,,loud,,casual,,TRUE,[u'Uptown'],,FALSE,,FALSE
,,,,,,,,,,,,,,,4nFqPL-glgDm9v7bZptskQ,,,,,"[u'Hotels & Travel', u'Event Planning & Services', u'Hotels']",,,The Westin Charlotte,,,,,,,,3,,,,,127,,NC,TRUE,,,,,"601 South College Street
Uptown
Charlotte, NC 28202",,,,,,,,,,,,paid,TRUE,Charlotte,,,3.5,,business,,,35.2215512,,,-80.8473977,,,,,,,,,,,,,,,,,,,,,,,,[u'Uptown'],,,,
,,,0:00,,,,,0:00,,,,,,,Fi5sQxROyTLp5qDuYKz6bQ,,,0:00,,"[u'Hotels & Travel', u'Event Planning & Services', u'Venues & Event Spaces', u'Hotels']",,0:00,Holiday Inn Charlotte-Center City,,,,,,,,2,,,,,45,,NC,TRUE,0:00,,,,"230 N College St
First Ward
Charlotte, NC 28202",0:00,,,,,,0:00,,,,0:00,free,TRUE,Charlotte,,,3,,business,,,35.2270542,,,-80.8396357,0:00,,0:00,0:00,,,0:00,,,,,0:00,,,,,,0:00,,,,,,[u'First Ward'],,,,
,,,12:00,,,,,10:00,,,,,,,JYTbkOJ7tEbmHk67UAaxvg,,,12:00,,"[u'Active Life', u'Amusement Parks', u'Swimming Pools', u'Fitness & Instruction']",,10:00,Ray's Splash Planet,,,,,,,,,,,,,8,,NC,,19:30,,,,"215 N Sycamore St
Third Ward
Charlotte, NC 28202",19:30,,,,,,9:00,,,,19:30,,TRUE,Charlotte,,,3,,business,,,35.238088,,,-80.851336,19:30,,19:30,18:30,TRUE,,13:00,,,,,18:30,,,,,,12:00,,,,,,[u'Third Ward'],,,,
,,,,,,,,,,,,,,,ZCkgKNFAVHYQNam4I_T5Cw,,,,,"[u'Local Services', u'Active Life', u'Funeral Services & Cemeteries']",,,Elmwood Cemetery,,,,,,,,,,,,,6,,NC,FALSE,,,,,"700 W 6th St
Third Ward
Charlotte, NC 28202",,,,,,,,,,,,,TRUE,Charlotte,,,4.5,,business,,,35.234098,,,-80.847333,,,,,TRUE,,,,,,,,,,,,,,,,,,,[u'Third Ward'],,,,
,,,5:30,,,,,5:30,,,,,,,Hlel9C7zYx7PFru5tOeiAA,,,5:30,,"[u'Active Life', u'Recreation Centers', u'Swimming Pools', u'Public Services & Government']",,5:30,Mecklenburg County Aquatic Center,,,,,,,,,,,,,7,,NC,,21:30,,,,"800 East Martin Luther King Jr. Blvd
Uptown
Charlotte, NC 28202",21:30,,,,,,8:00,,,,21:30,,TRUE,Charlotte,,,4,,business,,,35.2172053,,,-80.8407079,21:30,,21:30,17:00,TRUE,,13:00,,,,,18:00,,,,,,5:30,,,,,,[u'Uptown'],,,,
,,,10:00,,,,,10:00,,,,,,,mzc0WLijQ-7Tx-GsOThS5w,,,10:00,,"[u'Museums', u'Arts & Entertainment']",,,Mint Museum of Craft & Design,,,,,,,,,,,,,3,,NC,,18:00,,,,"220 N Tryon St
First Ward
Charlotte, NC 28202",18:00,,,,,,10:00,,,,18:00,,FALSE,Charlotte,,,2.5,,business,,,35.228281,,,-80.840985,,,21:00,18:00,FALSE,,13:00,,,,,17:00,,,,,,10:00,,,,,,[u'First Ward'],,,,
,,,,,,,,,,,,,,,SVBFlJtfAiPDLvCbZC6wWw,,,,,"[u'Colleges & Universities', u'Education']",,,Queens University of Charlotte,,,,,,,,,,,,,5,,NC,,,,,,"1900 Selwyn Ave
Myers Park
Charlotte, NC 28274",,,,,,,,,,,,,TRUE,Charlotte,,,4,,business,,,35.1879068,,,-80.8319153,,,,,,,,,,,,,,,,,,,,,,,,[u'Myers Park'],,,,
,,,6:00,,,,,6:00,,FALSE,,,,FALSE,frnJyUd335JCPDjKHc75OA,,,6:00,,"[u'Food', u'Coffee & Tea']",,6:00,Charlotte Coffee Station,FALSE,,,,,,,1,,TRUE,,,13,,NC,TRUE,16:00,,FALSE,,"301 S College St
Uptown
Charlotte, NC 28202",17:00,,,,,,,,,,17:00,free,TRUE,Charlotte,TRUE,,4,,business,,,35.223866,,,-80.844683,17:00,,17:00,,,FALSE,,,,,,,,,,,,6:00,,,,,,[u'Uptown'],,,,
,,,7:00,,,,,7:00,,,,,,,xSgactTrgrMqN6bO4_NitA,,,7:00,,"[u'Local Services', u'Shipping Centers', u'Printing Services', u'Signmaking', u'Professional Services']",,7:00,FedEx Office Print & Ship Center,,,,,,,,,,,,,11,,NC,TRUE,23:00,,,,"237 S Tryon St
Uptown
Charlotte, NC 28202",23:00,,,,,,8:00,,,,23:00,,TRUE,Charlotte,,,3.5,,business,,,35.225705,,,-80.8449462,23:00,,23:00,21:00,,,9:00,,,,,21:00,,,,,,7:00,,,,,,[u'Uptown'],,,,
,,,8:00,,,,,8:00,,,,,,,vKtMsWeAaThimXGo9Ic_Og,,,8:00,,"[u'Professional Services', u'Television Service Providers', u'Home Services', u'Security Systems', u'Internet Service Providers']",,8:00,Time Warner Cable,,,,,,,,,,,,,83,,NC,TRUE,18:00,,,,"316 E Morehead St
South End
Charlotte, NC 28202",18:00,,,,,,9:00,,,,18:00,,TRUE,Charlotte,,,1.5,,business,,,35.21873,,,-80.84972,18:00,,18:00,14:00,,,,,,,,,,,,,,8:00,,,,,,"[u'South End', u'Dilworth']",,,,
,,,17:00,,,,,17:00,FALSE,TRUE,full_bar,,,FALSE,df7cda6f5lMADGnoVHd8pg,,,17:00,FALSE,"[u'American (New)', u'Restaurants']",TRUE,17:00,Ratcliffe On The Green,FALSE,,,,,,,2,FALSE,TRUE,,,18,,NC,TRUE,22:00,TRUE,FALSE,TRUE,"435 S Tryon St
Ste 100
Uptown
Charlotte, NC 28202",22:00,,FALSE,,,TRUE,17:00,,,FALSE,22:00,,FALSE,Charlotte,TRUE,,4,,business,FALSE,,35.2240131,TRUE,,-80.8464728,22:00,,22:00,22:00,FALSE,TRUE,,,,,FALSE,,,,,,,17:00,,,dressy,,TRUE,[u'Uptown'],,,,
,,,11:00,,,,,10:00,,,,,TRUE,FALSE,I9S-4czHzMVfKejCiAuXag,,,11:00,,"[u'Hair Salons', u'Day Spas', u'Beauty & Spas']",,,Modern Salon & Spa,FALSE,,,,,,,3,,TRUE,,,25,,NC,TRUE,19:00,,FALSE,,"214 N Tryon St
Ste 200
First Ward
Charlotte, NC 28202",20:00,,,,,,9:00,,,,19:00,,TRUE,Charlotte,TRUE,,4,,business,,,35.227822,,,-80.8411478,,,20:00,16:00,FALSE,FALSE,,,,,,,,,,,,10:00,,,,,,[u'First Ward'],,,,
,,,,,,,,,,,,,,,Dltf_Wkf_gK9k9IHQAa48w,,,,,"[u'Event Planning & Services', u'Venues & Event Spaces']",,,Charlotte Convention Center,,,,,,,,,,,,,24,,NC,TRUE,,,,,"501 South College Street
Uptown
Charlotte, NC 28202",,,,,,,,,,,,,TRUE,Charlotte,,,3,,business,,,35.2223511,,,-80.8456832,,,,,,,,,,,,,,,,,,,,,,,,[u'Uptown'],,,,
,,,6:00,,,,,6:00,,,,,,,YbtkXw0q6N31wGoumIFIzg,,,6:00,,"[u'Hotels & Travel', u'Event Planning & Services', u'Hotels']",,6:00,Residence Inn by Marriott Charlotte Uptown,,,,,,,,3,,,,,17,,NC,TRUE,5:30,,,,"404 S Mint St
Uptown
Charlotte, NC 28202",5:30,,,,,,6:00,,,,5:30,free,TRUE,Charlotte,,,3.5,,business,,,35.227078,,,-80.849538,5:30,,5:30,5:30,,,6:00,,,,,5:30,,,,,,6:00,,,,,,[u'Uptown'],,,,
